iteration,problem instance,problem seed,algorithm seed,starting fitness,ensemble number,fitness,number of runs,heuristics
37,9,1037,1037,0.05779004400441623,2,0.05370942668138212,22,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
38,9,1038,1038,0.06069395936300226,2,0.055846971365652864,8,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
39,9,1039,1039,0.05782909790980739,2,0.05373566703419341,7,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
40,9,1040,1040,0.05699201981289648,2,0.049632983425431876,30,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
41,9,1041,1041,0.057076224545970056,2,0.04582065337764518,67,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
42,9,1042,1042,0.05603694933922143,2,0.052688858246015324,24,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
43,9,1043,1043,0.058921000549768565,2,0.05591448237886931,13,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
44,9,1044,1044,0.057817766776691926,2,0.05382221609703697,12,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
45,9,1045,1045,0.06009917582419266,2,0.0509770844837244,31,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
46,9,1046,1046,0.0580548404840634,2,0.04673209739901929,56,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
47,9,1047,1047,0.05683461750139118,2,0.05396102535833902,14,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
48,9,1048,1048,0.055955561674021936,2,0.04457634349032158,50,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
49,9,1049,1049,0.058998405717443414,2,0.05276276889135434,13,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
0,10,1000,1000,0.12790435555555435,2,0.12228991315965276,80,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
1,10,1001,1001,0.1290349650349628,2,0.12327669892114301,97,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
2,10,1002,1002,0.13058434242625616,2,0.11948717262899733,126,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
3,10,1003,1003,0.12934763014762796,2,0.1197136297782232,92,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
4,10,1004,1004,0.12781893333332983,2,0.12445378712045152,42,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
5,10,1005,1005,0.12930775890775636,2,0.12006377198842089,152,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
6,10,1006,1006,0.13364001770694844,2,0.12169387664217435,99,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
7,10,1007,1007,0.1309122200044336,2,0.12221091071030876,77,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
8,10,1008,1008,0.12924302364302154,2,0.1224184184184196,128,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
9,10,1009,1009,0.12784826666666416,2,0.1253415111111108,81,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
10,10,1010,1010,0.12749333333333013,2,0.12382862862862731,59,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
11,10,1011,1011,0.13077356398314155,2,0.11815936698985818,198,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
12,10,1012,1012,0.1292928404928385,2,0.1237093093093099,68,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
13,10,1013,1013,0.12954272394272193,2,0.12534097777777797,85,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
14,10,1014,1014,0.129601420801419,2,0.11893636464950408,164,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
15,10,1015,1015,0.12782337777777553,2,0.12482010899788576,40,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
16,10,1016,1016,0.12953553113552818,2,0.12077479403250935,138,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
17,10,1017,1017,0.13353758300132546,2,0.11880949515212269,152,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
18,10,1018,1018,0.1292614940614908,2,0.12312686019352759,101,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
19,10,1019,1019,0.13216421845574167,2,0.11837833500501549,195,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
20,10,1020,1020,0.130865912619204,2,0.12284382159937757,114,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
21,10,1021,1021,0.13349003984063557,2,0.12040329547984874,143,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
22,10,1022,1022,0.1292082140082107,2,0.1259263999999981,47,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
23,10,1023,1023,0.12825084444444124,2,0.12139897572923553,110,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
24,10,1024,1024,0.12912252192251916,2,0.11956659986639939,194,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
25,10,1025,1025,0.12905760905760655,2,0.11675359214636272,200,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
26,10,1026,1026,0.1290502386502358,2,0.12575502222222168,52,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
27,10,1027,1027,0.12969341769341614,2,0.11840329878524458,183,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
28,10,1028,1028,0.1307637170104211,2,0.11796429287863597,204,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
29,10,1029,1029,0.12903567543567263,2,0.12116143397906964,114,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
30,10,1030,1030,0.1290575202575185,2,0.12056156757960268,145,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
31,10,1031,1031,0.12936441336441107,2,0.1239756200645099,68,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
32,10,1032,1032,0.1318598870056481,2,0.12344540095651113,90,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
33,10,1033,1033,0.13081880683078162,2,0.12213413493654046,81,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
34,10,1034,1034,0.1294506382506364,2,0.12053876642173111,166,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
35,10,1035,1035,0.12907190587190465,2,0.12118147405922985,92,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
36,10,1036,1036,0.12774533333333193,2,0.12054232910264984,152,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
37,10,1037,1037,0.13224752409438023,2,0.1228932932932928,110,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
38,10,1038,1038,0.1290917970917952,2,0.11968090939485065,113,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
39,10,1039,1039,0.12920910200909985,2,0.12220460460460558,138,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
40,10,1040,1040,0.1277048888888871,2,0.12271400289178169,100,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
41,10,1041,1041,0.12884662004661773,2,0.11894153571826571,143,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
42,10,1042,1042,0.12926105006104716,2,0.1201826764640399,151,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
43,10,1043,1043,0.12770764444444271,2,0.12189000222667412,82,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
44,10,1044,1044,0.12930536130535797,2,0.12338525191858496,85,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
45,10,1045,1045,0.12913637473637118,2,0.12515857777777728,71,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
46,10,1046,1046,0.12753084444444318,2,0.12746986666666527,3,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
47,10,1047,1047,0.1291273171273153,2,0.12344364444444411,138,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
48,10,1048,1048,0.13206948044754463,2,0.12036063237586248,150,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
49,10,1049,1049,0.1293165501165484,2,0.12068911155644657,128,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
0,11,1000,1000,0.09671834769387422,2,0.08141886503068918,45,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
1,11,1001,1001,0.09751717325228415,2,0.08490056122449907,34,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
2,11,1002,1002,0.0975925531914944,2,0.0875147733061743,37,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
3,11,1003,1003,0.09829118987342322,2,0.06762055641423859,61,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
4,11,1004,1004,0.09208561991870834,2,0.08406059213885841,18,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
5,11,1005,1005,0.09653852002028074,2,0.09218236788618717,5,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
6,11,1006,1006,0.09479101978691795,2,0.08501647959184722,24,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
7,11,1007,1007,0.09648256462240978,2,0.07230107913670691,60,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
8,11,1008,1008,0.09400817258883909,2,0.07498424833249151,40,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
9,11,1009,1009,0.09566556795132519,2,0.0766257816504492,38,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
10,11,1010,1010,0.09637947288393978,2,0.08300750766088727,50,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
11,11,1011,1011,0.09727543059777699,2,0.08761594498217895,19,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
12,11,1012,1012,0.09481730086251428,2,0.07306271186442448,39,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
13,11,1013,1013,0.09670081094780092,2,0.07297057010787111,58,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
14,11,1014,1014,0.09479538305429558,2,0.07218011305243344,50,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
15,11,1015,1015,0.09481131405378773,2,0.08931435114504904,10,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
16,11,1016,1016,0.09905976720648157,2,0.07205339157247126,59,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
17,11,1017,1017,0.09569224137931875,2,0.07671752947208232,43,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
18,11,1018,1018,0.09462694063927679,2,0.0875490066225263,17,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
19,11,1019,1019,0.09375223350254624,2,0.07391278234087684,37,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
20,11,1020,1020,0.09390096446701401,2,0.07418629363451179,37,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
21,11,1021,1021,0.09219679878049603,2,0.08659301732926605,13,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
22,11,1022,1022,0.09656294982261104,2,0.0849539285714388,27,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
23,11,1023,1023,0.09493774733638505,2,0.0795862333674654,35,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
24,11,1024,1024,0.09482440385591795,2,0.07307627118645543,45,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
25,11,1025,1025,0.09661920932590662,2,0.0721528776978585,55,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
26,11,1026,1026,0.0949083206494249,2,0.06852476828014209,61,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
27,11,1027,1027,0.09289807008634743,2,0.0748093894304902,43,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
28,11,1028,1028,0.0975978216818707,2,0.08490484693878819,23,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
29,11,1029,1029,0.09563108519270447,2,0.08491862244899051,27,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
30,11,1030,1030,0.09392076142132721,2,0.07407705338810644,44,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
31,11,1031,1031,0.0954894016227259,2,0.07915255885364347,78,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
32,11,1032,1032,0.09925065789474208,2,0.08056751918159744,32,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
33,11,1033,1033,0.09391568527919525,2,0.08121569529653516,28,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
34,11,1034,1034,0.09486986301370526,2,0.07034511316874015,59,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
35,11,1035,1035,0.09288425596750394,2,0.0910156075241575,4,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
36,11,1036,1036,0.09644931576280302,2,0.0486066111400526,136,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
37,11,1037,1037,0.09820207594937369,2,0.0758874358974525,48,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
38,11,1038,1038,0.0956000507099446,2,0.09539173427992442,3,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
39,11,1039,1039,0.09653588443994654,2,0.07661143003589288,43,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
40,11,1040,1040,0.095703296146052,2,0.08373736600307191,48,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
41,11,1041,1041,0.09289268664297257,2,0.06551093347087789,69,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
42,11,1042,1042,0.09746985815603604,2,0.08593182049975623,29,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
43,11,1043,1043,0.0957344320486877,2,0.07378803901438613,73,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
44,11,1044,1044,0.09760035460993544,2,0.09733368794326902,2,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
45,11,1045,1045,0.09734513677812107,2,0.09023626653103711,12,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
46,11,1046,1046,0.09127407219116268,2,0.08579127995921476,16,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
47,11,1047,1047,0.09302493651600552,2,0.07296913199796107,50,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
48,11,1048,1048,0.09563564908722888,2,0.09393060913706386,5,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
49,11,1049,1049,0.08942071246820427,2,0.06555466735432602,74,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
0,0,1000,1000,0.08989069643806458,3,0.0449483660130684,45,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
1,0,1001,1001,0.10198448139350869,3,0.04496601307189163,34,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
2,0,1002,1002,0.08962743221690583,3,0.0666606403013168,8,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
3,0,1003,1003,0.097868783068783,3,0.04406710239651024,31,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
4,0,1004,1004,0.09727259259259236,3,0.03939874419874112,51,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
5,0,1005,1005,0.09724888888888894,3,0.04918945938603214,31,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
6,0,1006,1006,0.08983009037745804,3,0.048639391469705084,35,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
7,0,1007,1007,0.09816465608465619,3,0.05371794037939981,27,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
8,0,1008,1008,0.10130102929532903,3,0.05376303523034898,24,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
9,0,1009,1009,0.09698116402116386,3,0.04463093681916874,37,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
10,0,1010,1010,0.09754539682539776,3,0.06313764832793767,12,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
11,0,1011,1011,0.09832126984127032,3,0.07121782071926808,12,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
12,0,1012,1012,0.08919978734715639,3,0.0581242497972404,21,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
13,0,1013,1013,0.09729904761904684,3,0.05323078590785535,19,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
14,0,1014,1014,0.09704550264550194,3,0.04411111111110744,35,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
15,0,1015,1015,0.08906730462519952,3,0.05849624222762628,18,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
16,0,1016,1016,0.10161942465030382,3,0.04863287150230544,39,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
17,0,1017,1017,0.09808126984126986,3,0.05773538794268385,20,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
18,0,1018,1018,0.1020944840327277,3,0.03947714987714612,43,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
19,0,1019,1019,0.09703365079365112,3,0.04879000271665024,23,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
20,0,1020,1020,0.09370395120657737,3,0.04870024449877297,23,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
21,0,1021,1021,0.09336324582338928,3,0.0445122004357269,38,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
22,0,1022,1022,0.10839085894405154,3,0.04862569953816598,28,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
23,0,1023,1023,0.08514020783373266,3,0.05323317073170397,25,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
24,0,1024,1024,0.09320583399628724,3,0.04074867594867293,47,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
25,0,1025,1025,0.09387048528241837,3,0.049087965226837005,34,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
26,0,1026,1026,0.09826666666666783,3,0.03943761943761648,55,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
27,0,1027,1027,0.09732296296296361,3,0.05328780487804419,18,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
28,0,1028,1028,0.09327393264386141,3,0.04920945395272536,25,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
29,0,1029,1029,0.09399628745690825,3,0.04874327628361497,20,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
30,0,1030,1030,0.1015070994985493,3,0.0491129584352038,34,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
31,0,1031,1031,0.09312818880933438,3,0.04408605664487708,28,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
32,0,1032,1032,0.08962700691121717,3,0.05777842660178101,21,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
33,0,1033,1033,0.08967527910685802,3,0.039909800709797105,40,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
34,0,1034,1034,0.10128477170757422,3,0.044555773420475675,29,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
35,0,1035,1035,0.10153496964898379,3,0.039433688233685205,52,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
36,0,1036,1036,0.10045246766956939,3,0.04868763922846597,28,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
37,0,1037,1037,0.10101916072842476,3,0.05880508245471516,21,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
38,0,1038,1038,0.09815894179894114,3,0.04497559912853655,54,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
39,0,1039,1039,0.08995151515151523,3,0.04864113012767857,41,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
40,0,1040,1040,0.08920361509835262,3,0.04404575163398361,41,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
41,0,1041,1041,0.09386836382922359,3,0.035680569239187054,63,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
42,0,1042,1042,0.09807767195767125,3,0.0632308522114331,17,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
43,0,1043,1043,0.0972374603174605,3,0.0532502981029761,19,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
44,0,1044,1044,0.09759555555555521,3,0.04034725634725356,50,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
45,0,1045,1045,0.09967337028239798,3,0.04917555012224617,20,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
46,0,1046,1046,0.1009397730271836,3,0.04033349713349399,51,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
47,0,1047,1047,0.0976770370370379,3,0.04534618736383067,34,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
48,0,1048,1048,0.09342052505966614,3,0.06266019417475444,21,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
49,0,1049,1049,0.09351514187218213,3,0.05775658286022978,21,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
0,1,1000,1000,0.09996490134994807,3,0.03503814904492597,44,"[7, 312, 212, 101, 81, 91, 334, 14, 193, 176, 55, 65, 288, 232, 79, 88, 299, 5, 265, 124]"
