iteration,problem instance,problem seed,algorithm seed,starting fitness,ensemble number,fitness,number of runs,heuristics
27,8,1027,1027,0.16229608770420567,1,0.13040618149934036,54,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
28,8,1028,1028,0.16093274526677293,1,0.1134069530558065,89,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
29,8,1029,1029,0.1651498283261712,1,0.14914820112699834,22,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
30,8,1030,1030,0.16651187821611524,1,0.09480863921219096,146,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
31,8,1031,1031,0.16257132416164088,1,0.11193665780142248,70,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
32,8,1032,1032,0.1623072656921657,1,0.108663365896987,103,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
33,8,1033,1033,0.1595431955210922,1,0.10788018658374743,130,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
34,8,1034,1034,0.16704487783968136,1,0.13410993000874427,51,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
35,8,1035,1035,0.16163711827956118,1,0.12023630348478187,69,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
36,8,1036,1036,0.16352409793813538,1,0.11464207964602213,84,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
37,8,1037,1037,0.16363767182129563,1,0.11187096631206161,93,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
38,8,1038,1038,0.16012987516141863,1,0.10945206391478579,111,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
39,8,1039,1039,0.16152812903224745,1,0.12675610720561914,48,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
40,8,1040,1040,0.16217863284607514,1,0.1281780070236993,45,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
41,8,1041,1041,0.1631034379028703,1,0.12239008810572582,67,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
42,8,1042,1042,0.16265737000428615,1,0.09860031263958202,107,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
43,8,1043,1043,0.16584131274130265,1,0.12159501983252363,89,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
44,8,1044,1044,0.16729554222030696,1,0.10658679413073247,80,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
45,8,1045,1045,0.15965043066321238,1,0.12959758771929508,59,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
46,8,1046,1046,0.16577413127411933,1,0.13420914260716788,42,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
47,8,1047,1047,0.1602011622901336,1,0.1124816570669066,84,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
48,8,1048,1048,0.16778110539844715,1,0.10491984868714588,120,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
49,8,1049,1049,0.16556229086227858,1,0.12006215262461462,82,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
0,9,1000,1000,0.05713786461201331,1,0.054979669421502786,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
1,9,1001,1001,0.058024037403754836,1,0.05597395374450764,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
2,9,1002,1002,0.056946340121093786,1,0.054006339581051166,19,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
3,9,1003,1003,0.05701898734179012,1,0.053834233737612314,21,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
4,9,1004,1004,0.055848733480191703,1,0.05395760749725853,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
5,9,1005,1005,0.057004678040739165,1,0.05502925619836008,12,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
6,9,1006,1006,0.05700324711063853,1,0.055040826446297375,12,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
7,9,1007,1007,0.05799873487350604,1,0.05682548156303502,14,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
8,9,1008,1008,0.058020517051722176,1,0.05679862410568548,3,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
9,9,1009,1009,0.05593540748900283,1,0.052939823496981675,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
10,9,1010,1010,0.058067381738188484,1,0.0476607853982447,20,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
11,9,1011,1011,0.05305212355213873,1,0.051669591611494536,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
12,9,1012,1012,0.06007653846155503,1,0.0569005503577491,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
13,9,1013,1013,0.059917967032980135,1,0.0588250137438282,2,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
14,9,1014,1014,0.05577505506609404,1,0.05294335355765556,16,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
15,9,1015,1015,0.059823131868149804,1,0.0560712004405457,10,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
16,9,1016,1016,0.05696626307101227,1,0.05578287444935526,2,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
17,9,1017,1017,0.053903142227136325,1,0.05175413907286264,10,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
18,9,1018,1018,0.05587835903085214,1,0.053800496141139686,3,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
19,9,1019,1019,0.057031425426542603,1,0.05478176308541427,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
20,9,1020,1020,0.05892550852118239,1,0.05378748621831708,20,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
21,9,1021,1021,0.056016024229090466,1,0.05400799338479967,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
22,9,1022,1022,0.056081883259928245,1,0.054040738699022595,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
23,9,1023,1023,0.057866831683185516,1,0.05303017098732976,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
24,9,1024,1024,0.057968591859202334,1,0.055871530837020456,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
25,9,1025,1025,0.05808465346536151,1,0.056935993395722306,4,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
26,9,1026,1026,0.05605203744494891,1,0.05496446280993195,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
27,9,1027,1027,0.0551191735537353,1,0.052730005515735145,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
28,9,1028,1028,0.05404073869902337,1,0.050942076201009656,13,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
29,9,1029,1029,0.059751593406610404,1,0.05790808580859763,4,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
30,9,1030,1030,0.057489383938407856,1,0.05399178610806221,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
31,9,1031,1031,0.05685024766099467,1,0.054741432506902,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
32,9,1032,1032,0.06006423076924816,1,0.05792579757977445,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
33,9,1033,1033,0.058926058273792714,1,0.055943997797372136,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
34,9,1034,1034,0.05707567418823645,1,0.053868191841247914,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
35,9,1035,1035,0.054079547960323104,1,0.052739823496980254,4,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
36,9,1036,1036,0.05691342872868921,1,0.05578694933922235,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
37,9,1037,1037,0.05779004400441623,1,0.054947493112962875,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
38,9,1038,1038,0.06069395936300226,1,0.05302046332047672,13,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
39,9,1039,1039,0.05782909790980739,1,0.05476876033059341,5,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
40,9,1040,1040,0.05699201981289648,1,0.053743715545772286,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
41,9,1041,1041,0.057076224545970056,1,0.05697550908091775,2,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
42,9,1042,1042,0.05603694933922143,1,0.054948374655661714,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
43,9,1043,1043,0.058921000549768565,1,0.057085140341238017,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
44,9,1044,1044,0.057817766776691926,1,0.0548628650137879,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
45,9,1045,1045,0.06009917582419266,1,0.05883776800441487,5,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
46,9,1046,1046,0.0580548404840634,1,0.05597593612336249,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
47,9,1047,1047,0.05683461750139118,1,0.05506716253445032,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
48,9,1048,1048,0.055955561674021936,1,0.05402309812570194,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
49,9,1049,1049,0.058998405717443414,1,0.05379366041897804,15,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
0,10,1000,1000,0.12790435555555435,1,0.12583080858636198,50,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
1,10,1001,1001,0.1290349650349628,1,0.1276423111111088,5,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
2,10,1002,1002,0.13058434242625616,1,0.1272623999999971,5,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
3,10,1003,1003,0.12934763014762796,1,0.12758355555555367,21,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
4,10,1004,1004,0.12781893333332983,1,0.12776444444444113,3,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
5,10,1005,1005,0.12930775890775636,1,0.12704319999999814,36,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
6,10,1006,1006,0.13364001770694844,1,0.12763964444444298,21,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
7,10,1007,1007,0.1309122200044336,1,0.1276296888888867,26,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
8,10,1008,1008,0.12924302364302154,1,0.12744462222221997,25,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
9,10,1009,1009,0.12784826666666416,1,0.1273998222222198,32,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
10,10,1010,1010,0.12749333333333013,1,0.12749146666666356,2,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
11,10,1011,1011,0.13077356398314155,1,0.1256780335891421,38,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
12,10,1012,1012,0.1292928404928385,1,0.12759644444444285,16,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
13,10,1013,1013,0.12954272394272193,1,0.1275631111111093,33,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
14,10,1014,1014,0.129601420801419,1,0.12754915555555402,19,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
15,10,1015,1015,0.12782337777777553,1,0.1256226003781532,46,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
16,10,1016,1016,0.12953553113552818,1,0.12773866666666422,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
17,10,1017,1017,0.13353758300132546,1,0.1274210666666643,26,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
18,10,1018,1018,0.1292614940614908,1,0.12753146666666493,21,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
19,10,1019,1019,0.13216421845574167,1,0.12742622222222022,30,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
20,10,1020,1020,0.130865912619204,1,0.12768622222222004,10,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
21,10,1021,1021,0.13349003984063557,1,0.12767599999999812,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
22,10,1022,1022,0.1292082140082107,1,0.12742239999999672,28,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
23,10,1023,1023,0.12825084444444124,1,0.12774995555555246,13,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
24,10,1024,1024,0.12912252192251916,1,0.12712497777777576,20,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
25,10,1025,1025,0.12905760905760655,1,0.12723075555555285,17,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
26,10,1026,1026,0.1290502386502358,1,0.1272271999999972,30,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
27,10,1027,1027,0.12969341769341614,1,0.128117777777776,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
28,10,1028,1028,0.1307637170104211,1,0.1276489777777755,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
29,10,1029,1029,0.12903567543567263,1,0.12743057777777467,12,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
30,10,1030,1030,0.1290575202575185,1,0.1253217662106526,50,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
31,10,1031,1031,0.12936441336441107,1,0.12766079999999758,24,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
32,10,1032,1032,0.1318598870056481,1,0.12743653333333171,2,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
33,10,1033,1033,0.13081880683078162,1,0.12748906666666526,21,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
34,10,1034,1034,0.1294506382506364,1,0.12777555555555387,19,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
35,10,1035,1035,0.12907190587190465,1,0.1257957513068606,15,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
36,10,1036,1036,0.12774533333333193,1,0.12741279999999855,25,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
37,10,1037,1037,0.13224752409438023,1,0.12781031111110785,15,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
38,10,1038,1038,0.1290917970917952,1,0.12605707930152177,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
39,10,1039,1039,0.12920910200909985,1,0.12761822222222008,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
40,10,1040,1040,0.1277048888888871,1,0.12740515555555365,26,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
41,10,1041,1041,0.12884662004661773,1,0.12725768888888678,18,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
42,10,1042,1042,0.12926105006104716,1,0.12748195555555264,25,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
43,10,1043,1043,0.12770764444444271,1,0.12614641307974483,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
44,10,1044,1044,0.12930536130535797,1,0.1271306666666634,48,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
45,10,1045,1045,0.12913637473637118,1,0.12759804444444067,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
46,10,1046,1046,0.12753084444444318,1,0.12747688888888742,5,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
47,10,1047,1047,0.1291273171273153,1,0.1274398222222205,16,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
48,10,1048,1048,0.13206948044754463,1,0.12758826666666478,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
49,10,1049,1049,0.1293165501165484,1,0.12760613333333193,16,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
0,11,1000,1000,0.09671834769387422,1,0.09404045685279983,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
1,11,1001,1001,0.09751717325228415,1,0.09306932453022543,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
2,11,1002,1002,0.0975925531914944,1,0.0964798276735992,3,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
3,11,1003,1003,0.09829118987342322,1,0.09291828339259267,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
4,11,1004,1004,0.09208561991870834,1,0.08330505617978767,20,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
5,11,1005,1005,0.09653852002028074,1,0.0919830792683014,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
6,11,1006,1006,0.09479101978691795,1,0.09039394710072124,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
7,11,1007,1007,0.09648256462240978,1,0.09373893401016065,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
8,11,1008,1008,0.09400817258883909,1,0.09213429878049562,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
9,11,1009,1009,0.09566556795132519,1,0.09202921747968329,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
10,11,1010,1010,0.09637947288393978,1,0.09106593797662221,12,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
11,11,1011,1011,0.09727543059777699,1,0.09203795731708053,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
12,11,1012,1012,0.09481730086251428,1,0.08498260204082986,18,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
13,11,1013,1013,0.09670081094780092,1,0.09645864166244866,3,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
14,11,1014,1014,0.09479538305429558,1,0.09103136756482977,10,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
15,11,1015,1015,0.09481131405378773,1,0.09031063072228829,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
16,11,1016,1016,0.09905976720648157,1,0.09494545915779373,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
17,11,1017,1017,0.09569224137931875,1,0.09487513952309345,5,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
18,11,1018,1018,0.09462694063927679,1,0.09101367564820351,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
19,11,1019,1019,0.09375223350254624,1,0.09015701932859588,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
20,11,1020,1020,0.09390096446701401,1,0.08312650663944099,16,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
21,11,1021,1021,0.09219679878049603,1,0.08667079510704401,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
22,11,1022,1022,0.09656294982261104,1,0.0920516768292764,10,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
23,11,1023,1023,0.09493774733638505,1,0.08962427480917001,13,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
24,11,1024,1024,0.09482440385591795,1,0.09034074262462777,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
25,11,1025,1025,0.09661920932590662,1,0.09640704510897835,4,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
26,11,1026,1026,0.0949083206494249,1,0.08959414758270778,10,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
27,11,1027,1027,0.09289807008634743,1,0.0885109470468528,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
28,11,1028,1028,0.0975978216818707,1,0.09127417386884507,28,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
29,11,1029,1029,0.09563108519270447,1,0.08854943991854347,13,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
30,11,1030,1030,0.09392076142132721,1,0.09280787201626006,3,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
31,11,1031,1031,0.0954894016227259,1,0.09218541666667579,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
32,11,1032,1032,0.09925065789474208,1,0.09466316590563872,7,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
33,11,1033,1033,0.09391568527919525,1,0.08953440203563379,8,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
34,11,1034,1034,0.09486986301370526,1,0.0876915435557919,21,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
35,11,1035,1035,0.09288425596750394,1,0.09026759918617422,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
36,11,1036,1036,0.09644931576280302,1,0.08925226463105151,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
37,11,1037,1037,0.09820207594937369,1,0.09024898270601156,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
38,11,1038,1038,0.0956000507099446,1,0.09028112919634601,12,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
39,11,1039,1039,0.09653588443994654,1,0.09391314720813004,6,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
40,11,1040,1040,0.095703296146052,1,0.09472222222222937,3,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
41,11,1041,1041,0.09289268664297257,1,0.07955051177073857,35,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
42,11,1042,1042,0.09746985815603604,1,0.09045061037640867,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
43,11,1043,1043,0.0957344320486877,1,0.09295982732352137,12,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
44,11,1044,1044,0.09760035460993544,1,0.09048743641913459,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
45,11,1045,1045,0.09734513677812107,1,0.09385131979696137,10,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
46,11,1046,1046,0.09127407219116268,1,0.08841094704685293,11,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
47,11,1047,1047,0.09302493651600552,1,0.08676834862386418,17,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
48,11,1048,1048,0.09563564908722888,1,0.09373781725889163,9,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
49,11,1049,1049,0.08942071246820427,1,0.08319545454546784,5,"[207, 20, 283, 311, 171, 65, 102, 177, 66, 33]"
0,0,1000,1000,0.08989069643806458,2,0.05928175182481499,20,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
1,0,1001,1001,0.10198448139350869,2,0.04860961695191224,62,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
2,0,1002,1002,0.08962743221690583,2,0.05409452574525475,34,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
3,0,1003,1003,0.097868783068783,2,0.05812381724790183,24,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
4,0,1004,1004,0.09727259259259236,2,0.053815718157178005,26,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
5,0,1005,1005,0.09724888888888894,2,0.058290132468232,19,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
6,0,1006,1006,0.08983009037745804,2,0.04462244008714178,47,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
7,0,1007,1007,0.09816465608465619,2,0.0845729816147085,7,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
8,0,1008,1008,0.10130102929532903,2,0.045024836601303075,35,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
9,0,1009,1009,0.09698116402116386,2,0.062211650485434755,20,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
10,0,1010,1010,0.09754539682539776,2,0.07104906065485672,12,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
11,0,1011,1011,0.09832126984127032,2,0.05368997289972577,34,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
12,0,1012,1012,0.08919978734715639,2,0.07588712182061519,5,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
13,0,1013,1013,0.09729904761904684,2,0.054190569105688646,29,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
14,0,1014,1014,0.09704550264550194,2,0.05821119221410853,28,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
15,0,1015,1015,0.08906730462519952,2,0.04076221676221303,37,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
16,0,1016,1016,0.10161942465030382,2,0.07535228915662562,12,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
17,0,1017,1017,0.09808126984126986,2,0.04970040749795812,40,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
18,0,1018,1018,0.1020944840327277,2,0.049308774789454946,36,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
19,0,1019,1019,0.09703365079365112,2,0.0763427041499325,8,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
20,0,1020,1020,0.09370395120657737,2,0.044043355119822714,53,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
21,0,1021,1021,0.09336324582338928,2,0.058111489591779364,27,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
22,0,1022,1022,0.10839085894405154,2,0.07095866881374036,12,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
23,0,1023,1023,0.08514020783373266,2,0.053235338753383044,28,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
24,0,1024,1024,0.09320583399628724,2,0.06214347357065586,18,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
25,0,1025,1025,0.09387048528241837,2,0.05306579945799206,46,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
26,0,1026,1026,0.09826666666666783,2,0.07114439076757817,14,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
27,0,1027,1027,0.09732296296296361,2,0.07114267310788946,10,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
28,0,1028,1028,0.09327393264386141,2,0.06224142394821841,23,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
29,0,1029,1029,0.09399628745690825,2,0.05324010840108062,37,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
30,0,1030,1030,0.1015070994985493,2,0.08439946709299284,8,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
31,0,1031,1031,0.09312818880933438,2,0.0753516465863443,13,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
32,0,1032,1032,0.08962700691121717,2,0.06669184826472774,18,"[52, 325, 197, 250, 172, 20, 330, 213, 143, 253, 219, 144, 175, 252, 22]"
